iter	Logloss
321	0.4136321336
322	0.4133577771
323	0.4129127429
324	0.41260445
325	0.4125492969
326	0.4121276434
327	0.4116382794
328	0.4111371238
329	0.4108678222
330	0.4104342317
331	0.4102551484
332	0.4102071584
333	0.4100406105
334	0.4097445409
335	0.409538788
336	0.4092562939
337	0.408816644
338	0.4084977586
339	0.4084570751
340	0.4082819378
341	0.4080483821
342	0.4076479114
343	0.4072791426
344	0.4069439417
345	0.4067121514
346	0.4061441505
347	0.4055540838
348	0.4054019017
349	0.4050242432
350	0.4048025907
351	0.4043339775
352	0.403707204
353	0.4031367704
354	0.4027332821
355	0.402472973
356	0.4023104798
357	0.4020859967
358	0.4017320904
359	0.4013569874
360	0.4009269715
361	0.4004427747
362	0.4002364017
363	0.4000393176
364	0.3995622724
365	0.3994416569
366	0.3992554797
367	0.3986770376
368	0.3981133143
369	0.3977491423
370	0.3973770607
371	0.3969624632
372	0.3966653467
373	0.3963195053
374	0.3959760296
375	0.3957991157
376	0.3954111934
377	0.395381141
378	0.3952201207
379	0.3946949986
380	0.3944427819
381	0.3943259174
382	0.3942194562
383	0.393818203
384	0.3935236304
385	0.3933816553
386	0.3928881639
387	0.3925924818
388	0.3925653754
389	0.3923818215
390	0.3919624475
391	0.3918251951
392	0.3915341582
393	0.3911964084
394	0.3909767542
395	0.3909451766
396	0.390750886
397	0.3903227938
398	0.3902117914
399	0.3900124121
400	0.3898052186
401	0.3896673231
402	0.3894604351
403	0.3890544594
404	0.3887310691
405	0.3884629422
406	0.3882960808
407	0.3881400092
408	0.387973434
409	0.3877832356
410	0.3876930955
411	0.3872378524
412	0.3869789972
413	0.3866932959
414	0.3863762897
415	0.3859999039
416	0.3855881031
417	0.3851570968
418	0.3850275856
419	0.3847723924
420	0.3845893493
421	0.3844259948
422	0.3840831438
423	0.3839977213
424	0.3835749384
425	0.3831704553
426	0.3827695665
427	0.3823704353
428	0.3823455225
429	0.3820002051
430	0.3816148441
431	0.3812581063
432	0.380961082
433	0.3806591436
434	0.3804986389
435	0.3802953974
436	0.3801592888
437	0.3801342462
438	0.3799906899
439	0.3797512584
440	0.3795003503
441	0.3791616547
442	0.3789446442
443	0.3788620162
444	0.378537795
445	0.3780643585
446	0.3778648118
447	0.3776323354
448	0.3771823922
449	0.3768111904
450	0.3764223285
451	0.3760042359
452	0.3756288451
453	0.3754729946
454	0.3750311288
455	0.3747451716
456	0.3745307643
457	0.3743430668
458	0.3743263744
459	0.374034066
460	0.3738962675
461	0.3737039852
462	0.3732284624
463	0.3729771267
464	0.3729304195
465	0.3724071637
466	0.372066382
467	0.3717878308
468	0.3715959956
469	0.37149413
470	0.3712734537
471	0.3707194168
472	0.3705085476
473	0.370315538
474	0.3700332473
475	0.3698086943
476	0.3695618059
477	0.369359398
478	0.3690717775
479	0.3690137003
480	0.3688109524
481	0.3686561482
482	0.3686144442
483	0.3685220968
484	0.3682833923
485	0.3679818577
486	0.3677225497
487	0.3676245762
488	0.3675927363
489	0.3673664026
490	0.3670166805
491	0.3667734304
492	0.3664696268
493	0.3663205703
494	0.3661072062
495	0.3658486327
496	0.3655621585
497	0.365228066
498	0.3650082806
499	0.3649446993
500	0.3645213676
501	0.3641926928
502	0.3641746423
503	0.363755955
504	0.3632912284
505	0.3628112517
506	0.3627699284
507	0.3624165198
508	0.3622952722
509	0.3620737161
510	0.3616522313
511	0.3614299076
512	0.3612867664
513	0.3611911177
514	0.3608797416
515	0.3607346268
516	0.3605412237
517	0.3604157459
518	0.360158473
519	0.3600479593
520	0.3597759811
521	0.3595887217
522	0.3593010527
523	0.3589809366
524	0.358781134
525	0.3586119499
526	0.3583812288
527	0.3581757855
528	0.3579296728
529	0.3577692006
530	0.3575679301
531	0.3572010229
532	0.3571127589
533	0.356820278
534	0.3567049588
535	0.3565851465
536	0.3564510437
537	0.3561873804
538	0.3559393496
539	0.3557694829
540	0.355441181
541	0.3551105554
542	0.3549375667
543	0.3545725446
544	0.3543870874
545	0.3542342457
546	0.3540651297
547	0.3539319676
548	0.353891291
549	0.353513784
550	0.3533056513
551	0.3530216651
552	0.3527129268
553	0.3524851414
554	0.3523711623
555	0.3520192386
556	0.3515437722
557	0.3513684721
558	0.3507795499
559	0.3505201336
560	0.3501969439
561	0.3499711149
562	0.3495395406
563	0.3492180094
564	0.3489414304
565	0.3488223686
566	0.3487228693
567	0.348427089
568	0.3482027844
569	0.3479077374
570	0.3476464586
571	0.3473895472
572	0.3470280537
573	0.3468907047
574	0.3468080147
575	0.3466021163
576	0.3464661293
577	0.3462049632
578	0.3461231378
579	0.3458783821
580	0.3456955886
581	0.3450579528
582	0.3447053263
583	0.3444868737
584	0.3443459147
585	0.344212617
586	0.3441574262
587	0.3439046173
588	0.3434666156
589	0.3434243037
590	0.3430767191
591	0.3429642516
592	0.3428006373
593	0.3426687433
594	0.3424044419
595	0.3421041137
596	0.3418292309
597	0.3416485288
598	0.341387372
599	0.3412170897
600	0.3408984257
601	0.3407374267
602	0.3404774921
603	0.3400392248
604	0.3398486326
605	0.3395550674
606	0.3393490391
607	0.3391121794
608	0.3389572887
609	0.3387810641
610	0.3386821635
611	0.3386577597
612	0.338439736
613	0.3383288114
614	0.3381452333
615	0.3379417104
616	0.3377796773
617	0.337620217
618	0.3375002879
619	0.3371538776
620	0.3370683659
621	0.337045443
622	0.3368393656
623	0.3367830575
624	0.3365783215
625	0.3363988189
626	0.3362614765
627	0.3360356955
628	0.3358140373
629	0.3357048296
630	0.3353972745
631	0.3352757382
632	0.3351059418
633	0.3348533921
634	0.3346480114
635	0.3343180167
636	0.3340998299
637	0.3339233038
638	0.3337125136
639	0.3336143857
640	0.3334861784
641	0.333429671
642	0.3332340188
643	0.3330999471
644	0.3327317777
645	0.3325741055
646	0.3324534055
647	0.3323005389
648	0.3320650045
649	0.3319099454
650	0.3316649285
651	0.3314794431
652	0.3310985613
653	0.3308969714
654	0.330637781
655	0.3304333344
656	0.3303510996
657	0.3301645181
658	0.3300201823
659	0.3296562182
660	0.3293428178
661	0.3292342822
662	0.328965165
663	0.328846099
664	0.3285983046
665	0.3283563332
666	0.328099701
667	0.3279155226
668	0.3277327414
669	0.327601191
670	0.3274041745
671	0.3272762986
672	0.3269509253
673	0.3267807839
674	0.3267669596
675	0.3266426933
676	0.3264943149
677	0.3263083281
678	0.3261193431
679	0.325886703
680	0.3257334382
681	0.3254674114
682	0.3252580045
683	0.3250731157
684	0.3249202175
685	0.3246837934
686	0.3244007262
687	0.3241948909
688	0.3239326254
689	0.3236048259
690	0.3232963675
691	0.3231976035
692	0.3230476701
693	0.3228602653
694	0.3226920407
695	0.3225684449
696	0.3224129968
697	0.3222265315
698	0.322104441
699	0.321931906
700	0.321854424
701	0.3217874875
702	0.3216737924
703	0.3213892319
704	0.3212905966
705	0.3211389574
706	0.3210209818
707	0.320984105
708	0.320806688
709	0.3206624252
710	0.3205137424
711	0.3201538611
712	0.3199638006
713	0.3197412899
714	0.3196761925
715	0.3195157158
716	0.3192783944
717	0.3191104867
718	0.318844958
719	0.318726207
720	0.3185462551
721	0.3183625214
722	0.3183105638
723	0.3181095953
724	0.3178164989
725	0.3176280141
726	0.317504129
727	0.3173141969
728	0.3170580491
729	0.3169422389
730	0.3167631508
731	0.3167278396
732	0.3163800945
733	0.3161802553
734	0.316073979
735	0.3159560935
736	0.31573498
737	0.3154672977
738	0.3154355432
739	0.3151389498
740	0.3149256814
741	0.3146672034
742	0.3145141836
743	0.3143720063
744	0.3141834957
745	0.3139977439
746	0.3139089171
747	0.3136849545
748	0.3136250279
749	0.3133002542
750	0.3131336497
751	0.3130075355
752	0.3127849751
753	0.3127111184
754	0.3126586183
755	0.3125567135
756	0.3125314879
757	0.312328158
758	0.31209704
759	0.3120702231
760	0.3118560907
761	0.3117407212
762	0.3115397578
763	0.3114066235
764	0.3111722682
765	0.3109234556
766	0.3106680061
767	0.3106253923
768	0.3104319736
769	0.3102096326
770	0.3100656174
771	0.3097373313
772	0.3094515609
773	0.3093751517
774	0.3091835913
775	0.3089556695
776	0.308896158
777	0.3086777841
778	0.3084542092
779	0.3083690343
780	0.3081893351
781	0.3080437992
782	0.3078867064
783	0.3076309979
784	0.3074794466
785	0.3072792203
786	0.3071981218
787	0.3069785294
788	0.3068560164
789	0.3065816934
790	0.3064298673
791	0.3063055479
792	0.3062436723
793	0.3062283382
794	0.3060733364
795	0.3057910046
796	0.3056703831
797	0.3055125218
798	0.3053632454
799	0.3052989114
800	0.3051849907
801	0.3051848032
802	0.3051498353
803	0.3051116472
804	0.3048049435
805	0.3045587506
806	0.3044813678
807	0.3042358152
808	0.3038954454
809	0.3034760217
810	0.3031241349
811	0.3027468917
812	0.3025361594
813	0.3020412715
814	0.3020119811
815	0.3016162728
816	0.3014148813
817	0.3012117564
818	0.3009485688
819	0.3007784501
820	0.300487209
821	0.3002560265
822	0.3001798158
823	0.2999886479
824	0.2998595639
825	0.2996648485
826	0.2995603844
827	0.2995159464
828	0.2994540569
829	0.2990905799
830	0.2989602285
831	0.2989365287
832	0.2988213853
833	0.2986497648
834	0.2984354147
835	0.2984148245
836	0.2984031748
837	0.2982877563
838	0.2980916814
839	0.2978500415
840	0.2976705127
841	0.2975303726
842	0.2972889572
843	0.2970329696
844	0.296957691
845	0.2968051866
846	0.29677668
847	0.2965022151
848	0.2963944823
849	0.2961259971
850	0.2958297699
851	0.2957370498
852	0.295653627
853	0.2954751483
854	0.2951935619
855	0.2948776974
856	0.2947504202
857	0.2946530371
858	0.2945130348
859	0.2943117007
860	0.2940648361
861	0.293810894
862	0.2935378977
863	0.2934643914
864	0.293449991
865	0.29330597
866	0.2930321701
867	0.2929137379
868	0.2927441435
869	0.29265824
870	0.2924071917
871	0.2922148781
872	0.2919127188
873	0.2918377008
874	0.2916761038
875	0.2915899798
876	0.2915053256
877	0.2913300174
878	0.2912777311
879	0.2911102589
880	0.2909749962
881	0.2909069554
882	0.2907775655
883	0.290567797
884	0.2903210385
885	0.2902408898
886	0.2900471913
887	0.2900351133
888	0.2897246528
889	0.2893969047
890	0.2892964945
891	0.2892332435
892	0.2889995712
893	0.288813019
894	0.2886202233
895	0.2884918109
896	0.2882969378
897	0.2882490871
898	0.2882021783
899	0.2881196683
900	0.2878944595
901	0.2877377397
902	0.287589723
903	0.2874660164
904	0.2872986347
905	0.2871026722
906	0.2870283256
907	0.2867528576
908	0.2866270356
909	0.2864124568
910	0.2864063623
911	0.2861624761
912	0.2860178523
913	0.2859180126
914	0.2857360535
915	0.2854290936
916	0.2852978556
917	0.2851338885
918	0.2848778339
919	0.2847628366
920	0.2846076871
921	0.2845335039
922	0.2845221786
923	0.2844463277
924	0.28428509
925	0.2841547641
926	0.283889994
927	0.2836942645
928	0.2836130498
929	0.2835130777
930	0.2833881418
931	0.2833469694
932	0.2831621303
933	0.2829371169
934	0.282791141
935	0.2827343611
936	0.2826162627
937	0.2823478736
938	0.2821300091
939	0.2818149351
940	0.2815623117
941	0.2814044583
942	0.2813513544
943	0.2812949092
944	0.2811673712
945	0.2808185452
946	0.2806875651
947	0.2805604247
948	0.2804521394
949	0.2803124616
950	0.2801805513
951	0.2799218472
952	0.2798414529
953	0.2797386175
954	0.2796113924
955	0.2793959528
956	0.2791462836
957	0.2790776781
958	0.2787737559
959	0.2785433556
960	0.2784118476
961	0.2781200427
962	0.2780511989
963	0.2779999479
964	0.2777371229
965	0.277450821
966	0.2773440074
967	0.2771664007
968	0.2766877138
969	0.2764411375
970	0.2763267185
971	0.2760987308
972	0.2759722318
973	0.2758207288
974	0.2756949871
975	0.2755403757
976	0.2753202553
977	0.2752064228
978	0.2751440391
979	0.2747331714
980	0.2745194003
981	0.2743883357
982	0.2741726702
983	0.2741043115
984	0.2739652525
985	0.273786158
986	0.2735593434
987	0.2733863561
988	0.2731849698
989	0.2729887509
990	0.2728260406
991	0.2727871961
992	0.272714008
993	0.272587212
994	0.2723976207
995	0.2722917337
996	0.2720552777
997	0.2718948869
998	0.2718047328
999	0.2716512498
